wikipedia|born|institution|field|almamater|doctoraladvisor|contributions|awards|website|nationality|education|fields|institutions|doctoralstudents|influenced|schoolortradition|influences|knownfor|occupation|academicbackground|academicwork|yearsactive|spouses|chinesename|traditionalchinese|simplifiedchinese|transcriptions|standardmandarin|hanyupinyin|citizenship|academicadvisors|politicalparty|employer|thesis|died|parents|children|doctoraladvisors|causeofdeath|restingplace|othernames|partners|notablework|agent|authorabbrevbotany|notablestudents|notableworks|title|discipline|subdiscipline|organization|relatives|majorcompetitions|notes|allegiance|servicebranch|serviceyears|rank|codename|othernotablestudents|height|boardmemberof|department|notablecredits|personal|religion|denomination|synagogue|yeshiva|semicha|koreanname|hangul|hanja|revisedromanization|mccunereischauer|maininterests|predecessor|successor|networth|criminalstatus|criminalcharge|penalty|timeatlarge|details|date|locations|targets|killed|weapons|dateapprehended|genres|instruments|honours|school|lineage|dharmanames|temple|seniorposting|teacher|periodinoffice|patrons|region|chinese|otheracademicadvisors|movement|youtubeinformation|channel|location|genre|subscribers|totalviews|yuecantonese|jyutping|labels|employers|basedin|alsoknownas|areas|pseudonyms|era|signature|residence|ringnames|billedheight|billedweight|billedfrom|trainedby|debut|status|nasaastronaut|timeinspace|selection|totalevas|totalevatime|missions|missioninsignia|notableideas|origin|associatedacts|criminalcharges|haircolor|eyecolor|cnsaastronaut|organisation|personalinformation|hometown|television
Marc_Nerlove|['Chicago, Illinois']|['University of Maryland']|['Agricultural economics', 'Econometrics']|['Johns Hopkins University', 'University of Chicago']|['Carl Christ']||['John Bates Clark Medal']||['United States']||||['Pietro Balestra (economist)', 'Francis X. Diebold', 'Daniel Hamermesh']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marcel_Fafchamps|[]|||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marcel_Fratzscher|['Bonn', 'North Rhine-Westphalia']|['German Institute for Economic Research', 'Humboldt-University of Berlin']|['International economics', 'Macroeconomics']|['European University Institute', 'Harvard University', 'University of Oxford']|||||['Germany']|||||||['Barry Eichengreen', 'Axel A. Weber']|||||||||||||||||||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marcio_Garcia|['Rio de Janeiro']||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Margaret_Levenstein||||['Barnard College', 'Yale University']|||||||['Economics']|['University of Michigan']||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Margaret_Sheridan|['Los Angeles']||||||||||||||||||||[]|[]||||||||||||['Orange, California']||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mariacristina_De Nardi|['Treviso', 'Italy']|||"[""Ca' Foscari University of Venice"", 'University of Chicago']"||||[None]||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marianne_Bertrand|[]||['Social economics']|['Harvard University', 'Université libre de Bruxelles']|['Lawrence F. Katz', None]||[None]||['Belgium']|||['Princeton University', 'University of Chicago']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marianne_Fay|||['Economics']|['Columbia University']|||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marina_Halac|['Buenos Aires, Argentina']|||['University of CEMA', 'University of California at Berkeley']|||['Elaine Bennett Research Prize']|[None]|||[]|['Yale University', 'Columbia Business School', 'University of Warwick']|||||||||||||||||||||||||['Doctoral advisor', 'Benjamin Hermalin (page does not exist)', 'Steven Tadelis (page does not exist)', 'Shachar Kariv']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark A_Lemley||||['Alma mater', 'University of California Berkeley School of Law', 'Juris Doctor', 'Stanford University', 'Bachelor of arts']|||||[]|||['Stanford Law School']|||||||[]|[]||||||||||||||||||||||||||||['Intellectual property law']|['Patent law', 'Trademark law', 'Antitrust law', 'Computer law']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Aguiar|[]|['Princeton University']|['Macroeconomics', 'International Economics']|['Massachusetts Institute of Technology', 'Brown University']|['Ricardo J. Caballero', 'Daron Acemoglu']||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Bils|[]|['University of Rochester']||['MIT', 'Ohio State University']|['Stanley Fischer', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Duggan|[]|||['Harvard University']|||||||['Economics']|['Stanford University']||||||||||[]|||||||||||['Thesis', None]|||[]|['Doctoral advisor', 'Lawrence F. Katz', 'David Cutler', 'Martin Feldstein', 'Andrei Shleifer']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Ferguson|[]|||||||||||||||||[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Gertler|[]|['New York University']|['Macroeconomics', 'Monetary economics']|['Stanford University', 'University of Wisconsin–Madison']|['Duncan K. Foley']||||['United States']||||||['New Keynesian economics']|['Ben Bernanke']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Rosenzweig|[]|||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Satterthwaite||['Northwestern University']||['University of Wisconsin, Madison', 'California Institute of Technology']|['Richard H. Day (page does not exist)']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mark_Showalter|['Abington Township, Montgomery County, Pennsylvania']|||['Oberlin College', 'Cornell University']|||||[]||['Astronomy', 'Astrophysics', 'Space science', 'Planetary science']|['SETI Institute']|||||['Pan (moon)', 'Mab (moon)', 'Cupid (moon)', 'Hippocamp (moon)', 'Kerberos (moon)', 'Styx (moon)']|||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Markus_Brunnermeier|['Landshut', 'Bavaria']|['Princeton University']|['Economics']|['University of Regensburg', 'Bachelor of Arts', 'Vanderbilt University', 'Master of Arts', 'London School of Economics', 'Doctor of Philosophy']|||['Smith Breeden Prize', 'Sloan Research Fellowship', 'Germán Bernácer Prize', 'List of Guggenheim Fellowships awarded in 2010', 'List of Fellows of the Econometric Society']||['Germany']|||||||['Ben Bernanke']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marshall_Meyer|['Brooklyn', 'New York (state)']|||||||||['Dartmouth College', 'Jewish Theological Seminary of America']||||||||[]||||[]||||||||||||['New York City']||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marshall_Van Alstyne|[]|||['Yale', 'MIT']|||||||['Information Systems', 'Economics']|['Boston University', 'MIT Sloan School of Management']|||||['Two-sided markets', 'Platform (economics)', 'Cyberbalkanization']||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marten_Palme|['Stockholm', 'Sweden']||||||||[]|||||||||['Economics']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martha_Bailey|||['Economics']|['Vanderbilt University', 'Agnes Scott College']|[]|||[None]||||['University of California, Los Angeles', 'University of Michigan']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marti_Subrahmanyam||||['IIT Madras', 'IIM Ahmedabad', 'Massachusetts Institute of Technology']|||||||['Finance']|['Stern School of Business', 'New York University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin_Browning|[]|['University of Oxford']||['Tilburg University', 'Netherlands']|||||['United Kingdom']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin_Eichenbaum|[]||['Macroeconomics']|['University of Minnesota', 'McGill University']|['Thomas J. Sargent']||||['Canadian American']|||['Carnegie Mellon University', 'University of Chicago', 'University of Pennsylvania', 'Northwestern University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin_McKee|[]|||['Royal Belfast Academical Institution']||||||||['London School of Hygiene & Tropical Medicine']|||||||||||||||||||||||||||||||||['Helena Legido-Quigley']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin_Ravallion|[]|['Georgetown University']|['Development economics']|['London School of Economics']|||||['Australia']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin_Schneider|['Bad Homburg vor der Höhe']|||||||[None]||||||||||['Comedian', 'Cabaret artist', 'Actor']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin_Weitzman|['New York City']|['Harvard University']|['Environmental economics']|['Massachusetts Institute of Technology', 'Stanford University', 'Swarthmore College']|['Robert Solow']||['Financial Times', 'McKinsey & Company', None]||[]||||['Nat Keohane', 'Andrew Metrick', 'Gernot Wagner']||[]|||||||[]||||||||||||['Boston, Massachusetts']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marvin_Goodfriend|['New York City', 'New York (state)']|||||||||['Union College', 'Bachelor of Arts', 'Brown University', 'Master of Arts', 'Doctor of Philosophy']|||||||||||||||||||||['Republican Party (United States)']|||['Pittsburgh', 'Pennsylvania']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mary Jo_Bane||||||||||['School of Foreign Service', 'Harvard University Graduate School of Education']||['John F. Kennedy School of Government']|||||||[]|[]||[]|||||||||||['Thesis']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mathias_Dewatripont|['Brussels']|['Université Libre de Bruxelles', 'Massachusetts Institute of Technology', 'National Bank of Belgium']|['Microeconomics', 'Industrial Organization']|['Harvard University', 'Université Libre de Bruxelles']|['Eric Maskin', 'Andreu Mas-Colell']||['Yrjö Jahnsson Award', 'Francqui Prize']||['Belgium']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mats_Persson|['Bankeryd', 'Sweden']||||||||[]|||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Matthew_Chambers|['London']|||||||||['Webber Douglas Academy of Dramatic Art']||||||||[]|||[]|[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Matthew_Davis|['Salt Lake City']|||['University of Utah']||||||||||||||[]|||[]|[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Matthew_Gentzkow|[]|['Stanford University', 'University of Chicago']|['Microeconomics', 'Industrial Organization', 'Political economy']|['Harvard University']|['Ariel Pakes', 'Andrei Shleifer']||['John Bates Clark Medal']||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Matthew_Harding|['Haywards Heath', 'Sussex']|||||||||||||||||||||[]||||||||||||['Middlewich', 'Cheshire']||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Matthew_Rabin|[]||['Behavioral economics', 'Game theory']|['University of Wisconsin–Madison', 'MIT']|['Drew Fudenberg', None]||['John Bates Clark Medal', 'John von Neumann Award']||[]||||['Jeffrey C. Ely (page does not exist)', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Matthew_Slaughter||||||||||['University of Notre Dame', 'MIT']|||||||['Tuck School of Business', 'Dartmouth College']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Maureen_Cropper||||['Bryn Mawr College', 'Cornell University']|||['National Academy of Sciences']|[None]|||[]|['UC Riverside', 'University of Southern California', 'University of Maryland', 'Resources for the Future', 'World Bank']|||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Maurice_Kugler|['Minneapolis, Minnesota']|['Schar School of Policy and Government', 'George Mason University']||['University of California, Berkeley', 'London School of Economics and Political Science']|['Pranab Bardhan', 'Paul Romer', 'J. Bradford DeLong']||||['Colombia', 'United States']||||||['Endogenous growth theory']|['Paul Romer', 'Michael Kremer', 'Dani Rodrik', 'John Haltiwanger', 'Ricardo Hausmann']||||||||||||||['George Akerlof', 'Jeffrey Frankel', 'Maurice Obstfeld']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Maximilian_Hell|['Štiavnické Bane', 'Kingdom of Hungary', 'Banská Štiavnica', 'Slovakia']||||||||[None, None, None, None]||['Astronomy']|||||||||||||||||||||||['Vienna']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Maya_MacGuineas|['Washington, D.C.']|||||||[None]||['Northwestern University', 'Harvard University', None]||||||||[]||||[None]||||||||||||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Melissa_Dell|['Enid, Oklahoma']|||['Oklahoma Bible Academy', 'Harvard College', 'Oxford University', 'Massachusetts Institute of Technology']|||['Truman Scholarship', 'Rhodes Scholarship', 'Sloan Fellowship', 'Carnegie Fellowship', 'Calvó-Armengol International Prize', 'Elaine Bennett Research Prize', 'John Bates Clark Medal']|[None]|||[]|['Harvard University']||||||||||||||||||||||||[None]|['Doctoral advisor', 'Daron Acemoglu']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Melissa_Thomasson||||['University of Puget Sound', 'University of Arizona']|['Doctoral advisor', 'Price V. Fishback']||||['United States']||['Economics']|['National Bureau of Economic Research', 'Miami University']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Menzie_Chinn|['Washington (state)']|['University of Wisconsin–Madison']|['Economics']|['Harvard College', 'University of California at Berkeley']||||[None]|['United States']|||||||||||||['Laura Schwendinger']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michael L_Brown|['New York, New York']|||['New York University']||||[None]|['United States']|||||||||[]||||[]|||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michael_Athans|['Drama, Greece']|||['University of California, Berkeley']|['Doctoral advisor', None]||['Richard E. Bellman Control Heritage Award', 'Hendrik Wade Bode', 'American Automatic Control Council', 'American Association for the Advancement of Science', 'IEEE Fellow', 'Frederick Emmons Terman Award', 'Donald P. Eckman Award']||['Greece', 'Americans']||['Automatic control', 'Control theory']|['Massachusetts Institute of Technology']|||||['Optimal Control', 'Control theory']||||||||||||['United States', 'Greece']||||['Thesis', 'Bang-bang control']|['May 26, 2020 (page does not exist)']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michael_Becher|['Bristol, England']|||||||||||||||||['Merchant']||||||||||||||||['Bristol, England']|||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michael_Bruno|['Hamburg', 'Weimar Republic']||['Macroeconomics']|"['Stanford University', ""King's College, Cambridge"", 'Hebrew University of Jerusalem']"|['Kenneth J. Arrow']||||['Israel']|||||||['Don Patinkin']||||||||||||||||||['Jerusalem', 'Israel']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michael_Burda|[]|['Humboldt University of Berlin']|['Macroeconomics', 'Labor economics']|['Harvard University']|['Jeffrey Sachs', None, 'Olivier Blanchard', None]||['Gossen Prize']||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michael_Callen|['Rising Sun, Indiana']||||||||||||||||[]|[]||||||||||||||||['Los Angeles', 'California']||||['HIV/AIDS']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michael_Cooper|['Lowestoft', 'Suffolk']||||||||[]|||||||||[]||||||||||||||||['Martinborough']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
